,pert_iname,clinical_phase,moa,target,disease_area,indication
6078,tofacitinib,Launched,JAK inhibitor,JAK1|JAK2|JAK3,rheumatology,rheumatoid arthritis
6079,tofisopam,Launched,cytochrome P450 inhibitor|phosphodiesterase inhibitor,CYP3A4,neurology/psychiatry,anxiety|abstinence from alcohol
6080,tofogliflozin,Launched,sodium/glucose cotransporter inhibitor,GCK,endocrinology,diabetes mellitus
6082,tolazamide,Launched,ATP channel blocker,ABCC8|KCNJ1|KCNJ10|KCNJ11,endocrinology,diabetes mellitus
6083,tolazoline,Launched,adrenergic receptor antagonist,ADRA1A|ADRA2A|ADRA2B|ADRA2C|HRH1|HRH2,neurology/psychiatry,reverse sedative
6084,tolbutamide,Launched,ATP channel blocker,ABCC8|KCNJ1|KCNJ11|KCNJ8,endocrinology,diabetes mellitus
6086,tolfenamic-acid,Launched,cyclooxygenase inhibitor|prostanoid receptor antagonist,,neurology/psychiatry,migraine headache
6088,tolmetin,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,rheumatology,rheumatoid arthritis|osteoarthritis
6089,tolnaftate,Launched,fungal squalene epoxidase inhibitor,,infectious disease,tinea pedis|tinea corporis
6090,tolonidine,Launched,adrenergic receptor antagonist,ADRA2A,,
6091,tolonium,Launched,,,hematology,methemoglobinemia
6092,toloxatone,Launched,monoamine oxidase inhibitor,MAOA|MAOB,neurology/psychiatry,depression
6093,tolperisone,Launched,voltage-gated sodium channel blocker,CYP2C19|CYP2D6,neurology/psychiatry|infectious disease|rheumatology|cardiology,muscle relaxant|multiple sclerosis|encephalomyelitis|ankylosing spondylitis|atherosclerosis|Raynaud's disease
6095,tolterodine,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,urology,urinary incontinence|urinary frequency
6096,toltrazuril,Launched,antiprotozoal agent,,infectious disease,coccidiosis
6097,tolvaptan,Launched,vasopressin receptor antagonist,AVPR1A|AVPR2,endocrinology|cardiology|gastroenterology,hyponatremia|congestive heart failure|hepatic cirrhosis
6103,topiramate,Launched,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,epilepsy|migraine headache
6104,topiroxostat,Launched,xanthine oxidase inhibitor,XDH,rheumatology|nephrology,gout|hyperuricemia
6105,topotecan,Launched,topoisomerase inhibitor,TOP1|TOP1MT,oncology,small cell lung cancer|cervical cancer
6106,torasemide,Launched,electrolyte reabsorption inhibitor|thromboxane receptor antagonist,SLC12A1,cardiology,edema|congestive heart failure|hypertension
6109,toremifene,Launched,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),ESR1,oncology,breast cancer
6113,tosufloxacin,Launched,bacterial DNA gyrase inhibitor,,infectious disease,gram-negative bacterial infections
6128,trametinib,Launched,MEK inhibitor,MAP2K1|MAP2K2,oncology,melanoma
6130,trandolapril,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension|myocardial infarction
6131,tranexamic-acid,Launched,antifibrinolytic|plasminogen activator inhibitor,PLG,hematology,hemophilia
6132,tranilast,Launched,angiogenesis inhibitor,HPGDS|HRH1,pulmonary,asthma
6133,"trans-10,cis-12-conjugated-linoleic-acid",Launched,,,,
6139,tranylcypromine,Launched,monoamine oxidase inhibitor,KDM1A|MAOA|MAOB,neurology/psychiatry,depression
6141,trapidil,Launched,PDGFR tyrosine kinase receptor inhibitor,PDGFRA,cardiology,coronary artery disease (CAD)
6142,travoprost,Launched,prostanoid receptor agonist,PTGFR,ophthalmology,ocular hypertension|glaucoma
6144,trazodone,Launched,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4,neurology/psychiatry,depression
6146,trelagliptin,Launched,dipeptidyl peptidase inhibitor,DPP4,endocrinology,diabetes mellitus
6148,treosulfan,Launched,DNA synthesis inhibitor,,oncology,ovarian cancer
6149,trepibutone,Launched,cholinergic receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4,gastroenterology,irritable bowel syndrome
6150,treprostinil,Launched,prostanoid receptor agonist,P2RY12|PPARD|PTGIR,pulmonary,pulmonary arterial hypertension (PAH)
6153,tretinoin,Launched,retinoid receptor agonist|retinoid receptor ligand,ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG,hematologic malignancy,acute promyelocytic leukemia (APL)
6154,triacetin,Launched,,,,
6155,triamcinolone,Launched,glucocorticoid receptor agonist,NR3C1,dermatology,corticosteroid-responsive dermatoses
6156,triamcinolone-acetonide,Launched,glucocorticoid receptor agonist|immunosuppressant,NR3C1|SERPINA6,dermatology,corticosteroid-responsive dermatoses
6157,triamcinolone-hexacetonide,Launched,anti-inflammatory agent,,,
6158,triamterene,Launched,sodium channel blocker,SCNN1A|SCNN1B|SCNN1D|SCNN1G,endocrinology|cardiology,hypokalemia|hypertension|edema
6160,tribenoside,Launched,anti-inflammatory agent|capillary stabilizing agent,,,
6164,tricaprylin,Launched,,,dermatology,cosmetic
6165,trichlormethiazide,Launched,chloride channel blocker,PTGS1|PTGS2|SLC12A1,cardiology,hypertension|edema
6166,trichloroacetic-acid,Launched,,,dermatology,warts
6171,triclabendazole,Launched,microtubule inhibitor,DNMT1,infectious disease,tapeworm
6172,triclocarban,Launched,other antibiotic,,infectious disease,first-aid antiseptic
6173,triclosan,Launched,antibacterial agent,DNMT1,infectious disease,first-aid antiseptic
6174,tridihexethyl,Launched,acetylcholine receptor antagonist,,gastroenterology|ophthalmology,peptic ulcer disease (PUD)|nystagmus
6175,trientine,Launched,chelating agent,CA14,metabolism,Wilson's disease
6177,trifluoperazine,Launched,dopamine receptor antagonist,ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1,neurology/psychiatry,schizophrenia
6178,triflupromazine,Launched,dopamine receptor antagonist,CHRM1|CHRM2|DRD1|DRD2|HTR2B,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
6179,trifluridine,Launched,DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor,TYMS,infectious disease,virus herpes simplex (HSV)
6180,triflusal,Launched,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,NFKB1|NOS2|PDE10A|PTGS1,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF)
6182,trihexyphenidyl,Launched,acetylcholine receptor antagonist,CHRM1,neurology/psychiatry,parkinsonism
6184,trilostane,Launched,3beta-hydroxy-delta5-steroid dehydrogenase inhibitor,,endocrinology,Cushing's syndrome
6186,trimebutine,Launched,opioid receptor agonist,OPRD1|OPRK1|OPRM1,gastroenterology,irritable bowel syndrome
6187,trimetazidine,Launched,3-ketoacyl CoA thiolase inhibitor,ACAA2,cardiology,angina pectoris
6188,trimethadione,Launched,oxazolidine antiepileptic,CACNA1G|CACNA1H|CACNA1I,neurology/psychiatry,seizures
6189,trimethobenzamide,Launched,histamine receptor antagonist,DRD2,gastroenterology,vomiting|nausea|gastroenteritis
6190,trimethoprim,Launched,dihydrofolate reductase inhibitor,DHFR|TYMS,infectious disease|gastroenterology,urinary tract infections|ear infections|diarrhea
6191,trimethoquinol,Launched,adrenergic receptor antagonist,ADRB2|ADRB3,pulmonary,asthma
6193,trimetozine,Launched,sedative,,neurology/psychiatry,sedative
6195,trimipramine,Launched,norepinephrine reputake inhibitor|tricyclic antidepressant,SLC6A2|SLC6A3|SLC6A4,neurology/psychiatry,depression
6196,trioxsalen,Launched,DNA synthesis inhibitor,,dermatology,vitiligo|eczema
6197,tripelennamine,Launched,histamine receptor antagonist,HRH1,pulmonary|allergy,asthma|allergic rhinitis|urticaria
6198,triprolidine,Launched,histamine receptor antagonist,HRH1,allergy,allergic rhinitis
6201,triptorelin,Launched,gonadotropin releasing factor hormone receptor agonist,GNRHR,oncology|endocrinology|obstetrics/gynecology,prostate cancer|breast cancer|precocious puberty|endometriosis|myoma|gender dysphoria
6202,troclosene,Launched,,,,
6205,trofosfamide,Launched,DNA alkylating agent,,oncology,medulloblastoma
6207,troleandomycin,Launched,protein synthesis inhibitor,,infectious disease|pulmonary|otolaryngology,pneumonia|bronchitis|tonsillitis|sinusitis
6208,trolox,Launched,antioxidant,,,
6209,tromaril,Launched,prostanoid receptor antagonist,,ophthalmology,eye inflammation
6210,trometamol,Launched,,AMD1|CANT1|DCN|NEIL1|VEGFA,,
6212,tropesin,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,,
6213,tropicamide,Launched,acetylcholine receptor antagonist,CHRM3|CHRM4,ophthalmology,mydriasis diagnostic|cycloplegia diagnostic
6215,tropisetron,Launched,serotonin receptor antagonist,GLRA1|GLRA2|GLRB|HTR3A|HTR4,gastroenterology,nausea|vomiting
6216,trospium,Launched,acetylcholine receptor antagonist,CHRM1,urology,urinary incontinence|urinary frequency
6220,troxerutin,Launched,antioxidant,,,
6221,troxipide,Launched,glucosamine synthetase stimulant,,gastroenterology,gastroesophageal reflux disease (GERD)
6224,tryptophan,Launched,serotonin receptor partial agonist,CASR|IDO1|SLC36A1|WARS|WARS2,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness
6229,tuaminoheptane,Launched,,,otolaryngology,nasal congestion
6231,tubocurarine,Launched,acetylcholine receptor antagonist,ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN,neurology/psychiatry,anesthetic
6237,tulobuterol,Launched,adrenergic receptor agonist,ADRB2,pulmonary,asthma
6243,tylosin,Launched,protein synthesis inhibitor,,infectious disease|gastroenterology,gram-positive bacterial infections|colitis
6244,tymazoline,Launched,,,allergy,allergic rhinitis
6265,ubenimex,Launched,leukotriene synthesis inhibitor,LTA4H|RNPEP,hematologic malignancy,acute myeloid leukemia (AML)
6271,udenafil,Launched,phosphodiesterase inhibitor,,urology,erectile dysfunction
6273,ufenamate,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,dermatology,eczema|dermatitis
6279,ulifloxacin,Launched,,,infectious disease,gram-negative bacterial infections|gram-positive bacterial infections
6280,ulipristal,Launched,progesterone receptor antagonist,PGR,endocrinology,contraceptive
6281,umeclidinium,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
6298,undecylenic-acid,Launched,other antifungal,,infectious disease,tinea pedis|tinea corporis
6299,upadacitinib,Launched,JAK inhibitor,,,
6304,uracil,Launched,,DPYD|UCKL1,,
6305,uracil-mustard,Launched,DNA synthesis inhibitor,,hematologic malignancy,non-Hodgkin lymphoma (NHL)
6306,urapidil,Launched,adrenergic receptor antagonist,HTR1A,cardiology,hypertension
6308,urea,Launched,hydroxy radical formation stimulant,ARG1|CA2|CTNNB1,dermatology,psoriasis|xerosis cutis|ichthyosis vulgaris|eczema|keratosis|dermatitis
6312,uridine-triacetate,Launched,,,nephrology,orotic aciduria
6313,uridine-5'-triphosphate,Launched,purinergic receptor activator,P2RY11|P2RY2|P2RY4|P2RY6|UCK2,,
6317,ursodiol,Launched,nuclear factor erythroid derived|like (NRF2) activator,AKR1C2|NR1H4,gastroenterology,gallstones
6321,vaborbactam,Launched,beta lactamase inhibitor,,,
6324,valaciclovir,Launched,DNA polymerase inhibitor,,infectious disease,shingles|virus herpes simplex (HSV)
6325,valbenazine,Launched,vesicular monoamine transporter inhibitor,,neurology/psychiatry,dyskinesia
6327,valethamate,Launched,acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM5,obstetrics/gynecology,labor induction
6328,valganciclovir,Launched,DNA synthesis inhibitor,,infectious disease,cytomegalovirus (CMV)
6329,valnemulin,Launched,bacterial 50S ribosomal subunit inhibitor,,infectious disease|gastroenterology,dysentry|colitis|pneumonia
6330,valnoctamide,Launched,arachidonic acid acylation inhibitor|benzodiazepine receptor agonist,,neurology/psychiatry,sleeplessness
6331,valproic-acid,Launched,benzodiazepine receptor agonist|HDAC inhibitor,ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,epilepsy|seizures|seizures
6332,valpromide,Launched,epoxide hydolase inhibitor,,neurology/psychiatry,epilepsy
6334,valrubicin,Launched,DNA inhibitor|topoisomerase inhibitor,TOP2A,oncology,bladder cancer
6335,valsartan,Launched,angiotensin receptor antagonist,AGTR1,cardiology,hypertension|congestive heart failure|congestive heart failure
6337,vancomycin,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,endocarditis
6338,vandetanib,Launched,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK|VEGFA,oncology,medullary thyroid cancer (MTC)
6345,vardenafil,Launched,phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H,urology,erectile dysfunction
6346,varenicline,Launched,acetylcholine receptor agonist,CHRNA3|CHRNA4|CHRNA6|CHRNA7,neurology/psychiatry,smoking cessation
6348,vasopressin,Launched,vasopressin receptor agonist,AVPR1A|AVPR1B|AVPR2|OXTR,gastroenterology,abdominal distension
6356,vecuronium,Launched,acetylcholine receptor antagonist,CHRNA2,neurology/psychiatry,muscle relaxant
6357,vedaprofen,Launched,anti-inflammatory agent,PTGS2,neurology/psychiatry|endocrinology,pain relief|fever
6363,velpatasvir,Launched,antiviral,,infectious disease,hepatitis C
6364,vemurafenib,Launched,RAF inhibitor,BRAF|RAF1,oncology,melanoma
6365,venetoclax,Launched,BCL inhibitor,BCL2,hematologic malignancy,chronic lymphocytic leukemia (CLL)
6366,venlafaxine,Launched,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),SLC6A2|SLC6A4,neurology/psychiatry,depression|generalized anxiety disorder (GAD)|panic disorders|social anxiety disorder
6370,verapamil,Launched,calcium channel blocker,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,cardiology,hypertension
6377,vernakalant,Launched,potassium channel blocker,KCNA5,cardiology,atrial fibrillation (AF)
6378,verteporfin,Launched,photosensitizing agent,,ophthalmology,macular degeneration
6383,vesnarinone,Launched,phosphodiesterase inhibitor,KCNH2|PDE3A,cardiology,congestive heart failure
6386,vidarabine,Launched,antiviral,ADA,infectious disease,virus herpes simplex (HSV)|varicella-zoster virus (VZV)
6387,vigabatrin,Launched,GABA aminotransferase inhibitor,ABAT|SLC32A1,neurology/psychiatry,seizures|spasms
6388,vilanterol,Launched,adrenergic receptor agonist,ADRB2,pulmonary,chronic obstructive pulmonary disease (COPD)
6389,vilazodone,Launched,serotonin reuptake inhibitor,DRD2|DRD3|HRH1|HTR1A|HTR4|SLC6A4,neurology/psychiatry,depression
6390,vildagliptin,Launched,dipeptidyl peptidase inhibitor,DPP4,endocrinology,diabetes mellitus
6391,viloxazine,Launched,norepinephrine reuptake inhibitor,SLC6A2,neurology/psychiatry,depression
6392,vinblastine,Launched,microtubule inhibitor|tubulin polymerization inhibitor,JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1,hematologic malignancy|infectious disease|oncology,Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma
6393,vinburnine,Launched,adrenergic receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4,neurology/psychiatry,stroke
6395,vincristine,Launched,tubulin polymerization inhibitor,TUBA4A|TUBB,hematologic malignancy,acute lymphoblastic leukemia (ALL)
6396,vindesine,Launched,tubulin polymerization inhibitor,TUBB|TUBB1,oncology,breast cancer|non-small cell lung cancer (NSCLC)|melanoma
6397,vinflunine,Launched,microtubule inhibitor,,oncology,bladder cancer
6398,vinorelbine,Launched,tubulin polymerization inhibitor,TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8,oncology,non-small cell lung cancer (NSCLC)
6399,vinpocetine,Launched,phosphodiesterase inhibitor|sodium channel blocker,PDE1A|PDE1C,neurology/psychiatry,stroke|senile dementia
6400,viomycin,Launched,protein synthesis inhibitor,,infectious disease,tuberculosis
6402,vismodegib,Launched,hedgehog pathway inhibitor|smoothened receptor antagonist,SMO,oncology,basal cell carcinoma (BCC)
6404,vitamin-B12,Launched,,,hematology,megaloblastic anemia
6405,vitamin-E,Launched,LDL oxidation inhibitor|PKC inhibitor,ALOX5|DGKA|NR1I2|PPP2CA|PPP2CB|PRKCA|PRKCB|SEC14L2|SEC14L3|SEC14L4,,
6411,voglibose,Launched,glucosidase inhibitor,MGAM,endocrinology,diabetes mellitus|hyperglycemia
6414,vonoprazan,Launched,potassium-competitive acid antagonist,ATP4A,gastroenterology,peptic ulcer disease (PUD)
6415,vorapaxar,Launched,thrombin inhibitor,F2R,cardiology,myocardial infarction|peripheral artery disease (PAD)
6418,voriconazole,Launched,cytochrome P450 inhibitor,CYP2C19|CYP2C9|CYP3A4|CYP3A5|PTGS1,infectious disease,esophageal candidiasis|aspergillosis|skin infections
6419,vorinostat,Launched,HDAC inhibitor,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC5|HDAC6|HDAC8|HDAC9,hematologic malignancy,cutaneous T-cell lymphoma (CTCL)
6420,vortioxetine,Launched,serotonin receptor agonist|serotonin receptor antagonist,HTR1A|HTR1B|HTR2A|HTR2C|HTR3A|HTR5A|HTR6|HTR7|SLC6A4,neurology/psychiatry,depression
6422,voxelotor,Launched,hemoglobin modulator,,,
6453,warfarin,Launched,vitamin K antagonist,VKORC1,hematology|cardiology,deep vein thrombosis (DVT)|pulmonary embolism (PE)|atrial fibrillation (AF)|myocardial infarction
6503,xipamide,Launched,carbonic anhydrase inhibitor,SLC12A3,cardiology,edema|hypertension
6513,xylazine,Launched,adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C,neurology/psychiatry,anesthetic
6514,xylometazoline,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,otolaryngology|allergy,nasal congestion|allergic rhinitis
6515,xylose,Launched,,,,
6541,yohimbine,Launched,adrenergic receptor antagonist,ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ14|KCNJ15|KCNJ8,cardiology,cardiac arrythmia|bradycardia
6547,zafirlukast,Launched,leukotriene receptor antagonist,CYSLTR1|CYSLTR2,pulmonary,asthma
6548,zalcitabine,Launched,nucleoside reverse transcriptase inhibitor,,infectious disease,human immunodeficiency virus (HIV-1)
6551,zaltoprofen,Launched,cyclooxygenase inhibitor,,endocrinology|neurology/psychiatry,fever|pain relief
